ret,fname,fcount
124682597269504,/dev/null,2
8665432064,/dev/nvidia-uvm,1
123973412900864,/dev/nvidia1,2
8594128896,/dev/nvidiactl,23
128567928233984,/dev/shm/sem.BTc0A5,1
128567935078400,/dev/shm/sem.ISi9DM,1
123980491554816,/dev/shm/sem.JA2qlt,1
123980491563008,/dev/shm/sem.U43vYY,1
128567928127488,/dev/shm/sem.pQ261e,1
124680540852224,/etc/ld.so.cache,92
124682598907904,/proc/version_signature,4
123943929249792,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B/snapshots/d04e592bb4f6aa9cfee91e2e20a..,8
123970875555840,/root/.cache/tvm-ffi/libtorch_c_dlpack_addon_torch29-cuda.so,4
123970204954624,/root/.triton/cache/YU2JAVMUDZ5H5NM2UV7YLARYIS35PZL4WNAPRO3QLGCUQRK25FTA/cuda_utils.cpython-312-x86..,4
129605099102208,/usr/lib/gcc/x86_64-linux-gnu/11/liblto_plugin.so,8
123134708940800,/usr/lib/locale/C.utf8/LC_CTYPE,25
131360539942912,/usr/lib/python3.12/lib-dynload/_asyncio.cpython-312-x86_64-linux-gnu.so,12
131360659730432,/usr/lib/python3.12/lib-dynload/_bz2.cpython-312-x86_64-linux-gnu.so,16
131360657055744,/usr/lib/python3.12/lib-dynload/_contextvars.cpython-312-x86_64-linux-gnu.so,12
131360662155264,/usr/lib/python3.12/lib-dynload/_ctypes.cpython-312-x86_64-linux-gnu.so,16
124680540880896,/usr/lib/python3.12/lib-dynload/_decimal.cpython-312-x86_64-linux-gnu.so,12
131360652845056,/usr/lib/python3.12/lib-dynload/_hashlib.cpython-312-x86_64-linux-gnu.so,12
131360659374080,/usr/lib/python3.12/lib-dynload/_json.cpython-312-x86_64-linux-gnu.so,16
124682480267264,/usr/lib/python3.12/lib-dynload/_lsprof.cpython-312-x86_64-linux-gnu.so,12
131360659599360,/usr/lib/python3.12/lib-dynload/_lzma.cpython-312-x86_64-linux-gnu.so,16
124679269167104,/usr/lib/python3.12/lib-dynload/_multibytecodec.cpython-312-x86_64-linux-gnu.so,12
131360652795904,/usr/lib/python3.12/lib-dynload/_multiprocessing.cpython-312-x86_64-linux-gnu.so,20
131360656945152,/usr/lib/python3.12/lib-dynload/_posixshmem.cpython-312-x86_64-linux-gnu.so,16
131360656965632,/usr/lib/python3.12/lib-dynload/_queue.cpython-312-x86_64-linux-gnu.so,16
124675515338752,/usr/lib/python3.12/lib-dynload/_sqlite3.cpython-312-x86_64-linux-gnu.so,8
131360652275712,/usr/lib/python3.12/lib-dynload/_ssl.cpython-312-x86_64-linux-gnu.so,12
131360652824576,/usr/lib/python3.12/lib-dynload/_uuid.cpython-312-x86_64-linux-gnu.so,12
124679570444288,/usr/lib/python3.12/lib-dynload/_zoneinfo.cpython-312-x86_64-linux-gnu.so,12
131360656990208,/usr/lib/python3.12/lib-dynload/mmap.cpython-312-x86_64-linux-gnu.so,16
124679570419712,/usr/lib/python3.12/lib-dynload/resource.cpython-312-x86_64-linux-gnu.so,12
124682480226304,/usr/lib/python3.12/lib-dynload/termios.cpython-312-x86_64-linux-gnu.so,12
123134711574528,/usr/lib/x86_64-linux-gnu/gconv/gconv-modules.cache,25
126967012167680,/usr/lib/x86_64-linux-gnu/libbfd-2.38-system.so,16
131360659652608,/usr/lib/x86_64-linux-gnu/libbz2.so.1.0,16
123134709309440,/usr/lib/x86_64-linux-gnu/libc.so.6,180
131353829527552,/usr/lib/x86_64-linux-gnu/libcrypto.so.3,12
129605101940736,/usr/lib/x86_64-linux-gnu/libctf.so.0,8
131360658255872,/usr/lib/x86_64-linux-gnu/libdl.so.2,12
131360668495872,/usr/lib/x86_64-linux-gnu/libexpat.so.1,20
131360662073344,/usr/lib/x86_64-linux-gnu/libffi.so.8,16
124678677278720,/usr/lib/x86_64-linux-gnu/libfribidi.so.0,12
131360658104320,/usr/lib/x86_64-linux-gnu/libgcc_s.so.1,16
130057082359808,/usr/lib/x86_64-linux-gnu/libgmp.so.10,8
130057085820928,/usr/lib/x86_64-linux-gnu/libisl.so.23,8
131360659423232,/usr/lib/x86_64-linux-gnu/liblzma.so.5,16
131360668811264,/usr/lib/x86_64-linux-gnu/libm.so.6,96
130057085706240,/usr/lib/x86_64-linux-gnu/libmpc.so.3,8
130057082892288,/usr/lib/x86_64-linux-gnu/libmpfr.so.6,8
124677455060992,/usr/lib/x86_64-linux-gnu/libnuma.so.1,12
124675518627840,/usr/lib/x86_64-linux-gnu/libnvidia-ml.so.1,8
126967013715968,/usr/lib/x86_64-linux-gnu/libopcodes-2.38-system.so,8
129666083934208,/usr/lib/x86_64-linux-gnu/libpcre.so.3,4
131360658276352,/usr/lib/x86_64-linux-gnu/libpthread.so.0,88
131360658235392,/usr/lib/x86_64-linux-gnu/librt.so.1,12
125198497316864,/usr/lib/x86_64-linux-gnu/libsmartcols.so.1,4
124673030377472,/usr/lib/x86_64-linux-gnu/libsqlite3.so.0,8
131356736995328,/usr/lib/x86_64-linux-gnu/libssl.so.3,12
131360528089088,/usr/lib/x86_64-linux-gnu/libstdc++.so.6,12
135833320669184,/usr/lib/x86_64-linux-gnu/libtinfo.so.6,4
131360657027072,/usr/lib/x86_64-linux-gnu/libutil.so.1,12
131360652759040,/usr/lib/x86_64-linux-gnu/libuuid.so.1,12
131360668696576,/usr/lib/x86_64-linux-gnu/libz.so.1,44
130057081389056,/usr/lib/x86_64-linux-gnu/libzstd.so.1,8
131355547029504,/usr/local/cuda-12.9/compat/libcuda.so.1,12
123967996166144,/usr/local/cuda/targets/x86_64-linux/lib//libcudart.so.12,2
124675034185728,/usr/local/lib/python3.12/dist-packages/PIL/../pillow.libs/libXau-154567c4.so.6.0.0,9
124678568411136,/usr/local/lib/python3.12/dist-packages/PIL/../pillow.libs/libbrotlicommon-c55a5f7a.so.1.1.0,15
124678854619136,/usr/local/lib/python3.12/dist-packages/PIL/../pillow.libs/libbrotlidec-2ced2f3a.so.1.1.0,18
124675013578752,/usr/local/lib/python3.12/dist-packages/PIL/../pillow.libs/libfreetype-5bb46249.so.6.20.4,18
124675036409856,/usr/local/lib/python3.12/dist-packages/PIL/../pillow.libs/libharfbuzz-525aa570.so.0.61210.0,18
124675039735808,/usr/local/lib/python3.12/dist-packages/PIL/../pillow.libs/libjpeg-a41b0190.so.62.4.0,18
124677725609984,/usr/local/lib/python3.12/dist-packages/PIL/../pillow.libs/liblzma-64b7ab39.so.5.8.1,15
124675039150080,/usr/local/lib/python3.12/dist-packages/PIL/../pillow.libs/libopenjp2-94e588ba.so.2.5.4,15
124677725327360,/usr/local/lib/python3.12/dist-packages/PIL/../pillow.libs/libpng16-00127801.so.16.50.0,15
124675040575488,/usr/local/lib/python3.12/dist-packages/PIL/../pillow.libs/libtiff-295fd75c.so.6.2.0,18
124678854688768,/usr/local/lib/python3.12/dist-packages/PIL/../pillow.libs/libxcb-64009ff3.so.1.1.0,18
124675037347840,/usr/local/lib/python3.12/dist-packages/PIL/../pillow.libs/libzstd-761a17b6.so.1.5.7,15
124675742978048,/usr/local/lib/python3.12/dist-packages/PIL/_imaging.cpython-312-x86_64-linux-gnu.so,18
124679269081088,/usr/local/lib/python3.12/dist-packages/PIL/_imagingft.cpython-312-x86_64-linux-gnu.so,18
124674983907328,/usr/local/lib/python3.12/dist-packages/_awscrt.abi3.so,12
124679269224448,/usr/local/lib/python3.12/dist-packages/_cbor2.cpython-312-x86_64-linux-gnu.so,12
124673226846208,/usr/local/lib/python3.12/dist-packages/aiohttp/_http_parser.cpython-312-x86_64-linux-gnu.so,12
124673227292672,/usr/local/lib/python3.12/dist-packages/aiohttp/_http_writer.cpython-312-x86_64-linux-gnu.so,12
124673226797056,/usr/local/lib/python3.12/dist-packages/aiohttp/_websocket/mask.cpython-312-x86_64-linux-gnu.so,12
124673226579968,/usr/local/lib/python3.12/dist-packages/aiohttp/_websocket/reader_c.cpython-312-x86_64-linux-gnu.so..,12
124673217421312,/usr/local/lib/python3.12/dist-packages/blake3/blake3.cpython-312-x86_64-linux-gnu.so,12
124680539336704,/usr/local/lib/python3.12/dist-packages/charset_normalizer/md.cpython-312-x86_64-linux-gnu.so,12
124678854942720,/usr/local/lib/python3.12/dist-packages/charset_normalizer/md__mypyc.cpython-312-x86_64-linux-gnu.s..,12
123969870872576,/usr/local/lib/python3.12/dist-packages/cuda/bindings/_bindings/cydriver.cpython-312-x86_64-linux-g..,8
123970875723776,/usr/local/lib/python3.12/dist-packages/cuda/bindings/cydriver.cpython-312-x86_64-linux-gnu.so,8
123967999496192,/usr/local/lib/python3.12/dist-packages/cuda/bindings/driver.cpython-312-x86_64-linux-gnu.so,8
123968996524032,/usr/local/lib/python3.12/dist-packages/cudnn/_compiled_module.cpython-312-x86_64-linux-gnu.so,4
124673224380416,/usr/local/lib/python3.12/dist-packages/frozenlist/_frozenlist.cpython-312-x86_64-linux-gnu.so,12
124675514826752,/usr/local/lib/python3.12/dist-packages/google/_upb/_message.abi3.so,4
131350567817216,/usr/local/lib/python3.12/dist-packages/hf_transfer/hf_transfer.abi3.so,12
124672921055232,/usr/local/lib/python3.12/dist-packages/httptools/parser/parser.cpython-312-x86_64-linux-gnu.so,4
124672920965120,/usr/local/lib/python3.12/dist-packages/httptools/parser/url_parser.cpython-312-x86_64-linux-gnu.so..,4
124673032790016,/usr/local/lib/python3.12/dist-packages/llguidance/_lib.abi3.so,8
123969932169216,/usr/local/lib/python3.12/dist-packages/llvmlite/binding/libllvmlite.so,4
124680540860416,/usr/local/lib/python3.12/dist-packages/markupsafe/_speedups.cpython-312-x86_64-linux-gnu.so,12
124675515154432,/usr/local/lib/python3.12/dist-packages/msgpack/_cmsgpack.cpython-312-x86_64-linux-gnu.so,4
124673218183168,/usr/local/lib/python3.12/dist-packages/msgspec/_core.cpython-312-x86_64-linux-gnu.so,12
124673228636160,/usr/local/lib/python3.12/dist-packages/multidict/_multidict.cpython-312-x86_64-linux-gnu.so,12
123975338553344,/usr/local/lib/python3.12/dist-packages/numba/_devicearray.cpython-312-x86_64-linux-gnu.so,4
123973412573184,/usr/local/lib/python3.12/dist-packages/numba/_dispatcher.cpython-312-x86_64-linux-gnu.so,4
123975345311744,/usr/local/lib/python3.12/dist-packages/numba/_dynfunc.cpython-312-x86_64-linux-gnu.so,4
123973412626432,/usr/local/lib/python3.12/dist-packages/numba/_helperlib.cpython-312-x86_64-linux-gnu.so,4
123973412536320,/usr/local/lib/python3.12/dist-packages/numba/core/runtime/_nrt_python.cpython-312-x86_64-linux-gnu..,4
123973435838464,/usr/local/lib/python3.12/dist-packages/numba/core/typeconv/_typeconv.cpython-312-x86_64-linux-gnu...,4
123973412478976,/usr/local/lib/python3.12/dist-packages/numba/experimental/jitclass/_box.cpython-312-x86_64-linux-g..,4
123973412499456,/usr/local/lib/python3.12/dist-packages/numba/np/ufunc/_internal.cpython-312-x86_64-linux-gnu.so,4
131355509784576,/usr/local/lib/python3.12/dist-packages/numpy/_core/../../numpy.libs/libgfortran-040039e1-0352e75f...,24
131355505590272,/usr/local/lib/python3.12/dist-packages/numpy/_core/../../numpy.libs/libquadmath-96973f99-934c22de...,12
131355515162624,/usr/local/lib/python3.12/dist-packages/numpy/_core/../../numpy.libs/libscipy_openblas64_-6bb31eeb...,27
131355536891904,/usr/local/lib/python3.12/dist-packages/numpy/_core/_multiarray_umath.cpython-312-x86_64-linux-gnu...,18
124678677393408,/usr/local/lib/python3.12/dist-packages/numpy/fft/_pocketfft_umath.cpython-312-x86_64-linux-gnu.so,12
131360660815872,/usr/local/lib/python3.12/dist-packages/numpy/linalg/_umath_linalg.cpython-312-x86_64-linux-gnu.so,18
124680061210624,/usr/local/lib/python3.12/dist-packages/numpy/random/_bounded_integers.cpython-312-x86_64-linux-gnu..,12
124680539492352,/usr/local/lib/python3.12/dist-packages/numpy/random/_common.cpython-312-x86_64-linux-gnu.so,12
124675703074816,/usr/local/lib/python3.12/dist-packages/numpy/random/_generator.cpython-312-x86_64-linux-gnu.so,12
124680539357184,/usr/local/lib/python3.12/dist-packages/numpy/random/_mt19937.cpython-312-x86_64-linux-gnu.so,12
124679570567168,/usr/local/lib/python3.12/dist-packages/numpy/random/_pcg64.cpython-312-x86_64-linux-gnu.so,12
124680061091840,/usr/local/lib/python3.12/dist-packages/numpy/random/_philox.cpython-312-x86_64-linux-gnu.so,12
124679570485248,/usr/local/lib/python3.12/dist-packages/numpy/random/_sfc64.cpython-312-x86_64-linux-gnu.so,12
124682480005120,/usr/local/lib/python3.12/dist-packages/numpy/random/bit_generator.cpython-312-x86_64-linux-gnu.so,12
124677448286208,/usr/local/lib/python3.12/dist-packages/numpy/random/mtrand.cpython-312-x86_64-linux-gnu.so,12
131360530366464,/usr/local/lib/python3.12/dist-packages/nvidia/cuda_nvrtc/lib/libnvrtc-builtins.so.12.9,6
131360540016640,/usr/local/lib/python3.12/dist-packages/nvidia/cuda_nvrtc/lib/libnvrtc.so.12,15
131360431071232,/usr/local/lib/python3.12/dist-packages/nvidia/nvjitlink/lib/libnvJitLink.so.12,12
124673044967424,/usr/local/lib/python3.12/dist-packages/openai_harmony/openai_harmony.abi3.so,8
124673227358208,/usr/local/lib/python3.12/dist-packages/propcache/_helpers_c.cpython-312-x86_64-linux-gnu.so,12
124679570382848,/usr/local/lib/python3.12/dist-packages/psutil/_psutil_linux.abi3.so,8
124673215225856,/usr/local/lib/python3.12/dist-packages/pybase64/_pybase64.cpython-312-x86_64-linux-gnu.so,12
124675471089664,/usr/local/lib/python3.12/dist-packages/pydantic_core/_pydantic_core.cpython-312-x86_64-linux-gnu.s..,12
124672977616896,/usr/local/lib/python3.12/dist-packages/ray/_raylet.so,2
123978430607360,/usr/local/lib/python3.12/dist-packages/ray/thirdparty_files/psutil/_psutil_linux.abi3.so,4
124675767934976,/usr/local/lib/python3.12/dist-packages/regex/_regex.cpython-312-x86_64-linux-gnu.so,12
124672970534912,/usr/local/lib/python3.12/dist-packages/rpds/rpds.cpython-312-x86_64-linux-gnu.so,4
124673223127040,/usr/local/lib/python3.12/dist-packages/runai_model_streamer/libstreamer/lib/libstreamer.so,12
124675047620608,/usr/local/lib/python3.12/dist-packages/safetensors/_safetensors_rust.abi3.so,12
124675537190912,/usr/local/lib/python3.12/dist-packages/scipy/_cyutility.cpython-312-x86_64-linux-gnu.so,12
124675767848960,/usr/local/lib/python3.12/dist-packages/scipy/_lib/_ccallback_c.cpython-312-x86_64-linux-gnu.so,12
124673248755712,/usr/local/lib/python3.12/dist-packages/scipy/_lib/_uarray/_uarray.cpython-312-x86_64-linux-gnu.so,12
124673266966528,/usr/local/lib/python3.12/dist-packages/scipy/_lib/messagestream.cpython-312-x86_64-linux-gnu.so,12
124673241128960,/usr/local/lib/python3.12/dist-packages/scipy/fft/_pocketfft/pypocketfft.cpython-312-x86_64-linux-g..,12
124674951655424,/usr/local/lib/python3.12/dist-packages/scipy/linalg/../../scipy.libs/libscipy_openblas-b75cc656.so..,27
124675010170880,/usr/local/lib/python3.12/dist-packages/scipy/linalg/_cythonized_array_utils.cpython-312-x86_64-lin..,12
124673248882688,/usr/local/lib/python3.12/dist-packages/scipy/linalg/_decomp_interpolative.cpython-312-x86_64-linux..,12
124675010056192,/usr/local/lib/python3.12/dist-packages/scipy/linalg/_decomp_lu_cython.cpython-312-x86_64-linux-gnu..,12
124673274511360,/usr/local/lib/python3.12/dist-packages/scipy/linalg/_decomp_update.cpython-312-x86_64-linux-gnu.so..,12
124674975649792,/usr/local/lib/python3.12/dist-packages/scipy/linalg/_fblas.cpython-312-x86_64-linux-gnu.so,18
124673278398464,/usr/local/lib/python3.12/dist-packages/scipy/linalg/_flapack.cpython-312-x86_64-linux-gnu.so,18
124674997366784,/usr/local/lib/python3.12/dist-packages/scipy/linalg/_linalg_pythran.cpython-312-x86_64-linux-gnu.s..,12
124673274843136,/usr/local/lib/python3.12/dist-packages/scipy/linalg/_matfuncs_expm.cpython-312-x86_64-linux-gnu.so..,18
124674950553600,/usr/local/lib/python3.12/dist-packages/scipy/linalg/_matfuncs_schur_sqrtm.cpython-312-x86_64-linux..,18
124675742842880,/usr/local/lib/python3.12/dist-packages/scipy/linalg/_solve_toeplitz.cpython-312-x86_64-linux-gnu.s..,12
124674997190656,/usr/local/lib/python3.12/dist-packages/scipy/linalg/cython_blas.cpython-312-x86_64-linux-gnu.so,18
124674950946816,/usr/local/lib/python3.12/dist-packages/scipy/linalg/cython_lapack.cpython-312-x86_64-linux-gnu.so,18
124673240936448,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_bglu_dense.cpython-312-x86_64-linux-gnu.so,12
124673236000768,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_direct.cpython-312-x86_64-linux-gnu.so,12
124675036323840,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_group_columns.cpython-312-x86_64-linux-gnu...,12
124673249988608,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_highspy/_core.cpython-312-x86_64-linux-gnu...,12
124673249640448,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_highspy/_highs_options.cpython-312-x86_64-l..,12
124673256488960,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_lbfgsb.cpython-312-x86_64-linux-gnu.so,18
124679269027840,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_lsap.cpython-312-x86_64-linux-gnu.so,12
124673256062976,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_lsq/givens_elimination.cpython-312-x86_64-l..,12
124673266868224,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_minpack.cpython-312-x86_64-linux-gnu.so,12
124673260277760,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_moduleTNC.cpython-312-x86_64-linux-gnu.so,12
124673240748032,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_pava_pybind.cpython-312-x86_64-linux-gnu.so..,12
124673256132608,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_slsqplib.cpython-312-x86_64-linux-gnu.so,18
124674950336512,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_trlib/_trlib.cpython-312-x86_64-linux-gnu.s..,18
124679269056512,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_zeros.cpython-312-x86_64-linux-gnu.so,12
124673268924416,/usr/local/lib/python3.12/dist-packages/scipy/sparse/_csparsetools.cpython-312-x86_64-linux-gnu.so,12
124673270501376,/usr/local/lib/python3.12/dist-packages/scipy/sparse/_sparsetools.cpython-312-x86_64-linux-gnu.so,12
124673268232192,/usr/local/lib/python3.12/dist-packages/scipy/sparse/linalg/_dsolve/_superlu.cpython-312-x86_64-lin..,18
124673262092288,/usr/local/lib/python3.12/dist-packages/scipy/sparse/linalg/_eigen/arpack/../../../../../scipy.libs..,21
124673267470336,/usr/local/lib/python3.12/dist-packages/scipy/sparse/linalg/_eigen/arpack/_arpack.cpython-312-x86_6..,18
124673261088768,/usr/local/lib/python3.12/dist-packages/scipy/sparse/linalg/_propack/_cpropack.cpython-312-x86_64-l..,18
124673261662208,/usr/local/lib/python3.12/dist-packages/scipy/sparse/linalg/_propack/_dpropack.cpython-312-x86_64-l..,18
124673267040256,/usr/local/lib/python3.12/dist-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-x86_64-l..,18
124673260417024,/usr/local/lib/python3.12/dist-packages/scipy/sparse/linalg/_propack/_zpropack.cpython-312-x86_64-l..,18
124673239994368,/usr/local/lib/python3.12/dist-packages/scipy/spatial/_ckdtree.cpython-312-x86_64-linux-gnu.so,12
124673237311488,/usr/local/lib/python3.12/dist-packages/scipy/spatial/_distance_pybind.cpython-312-x86_64-linux-gnu..,12
124673237200896,/usr/local/lib/python3.12/dist-packages/scipy/spatial/_distance_wrap.cpython-312-x86_64-linux-gnu.s..,12
124673237860352,/usr/local/lib/python3.12/dist-packages/scipy/spatial/_hausdorff.cpython-312-x86_64-linux-gnu.so,12
124673239080960,/usr/local/lib/python3.12/dist-packages/scipy/spatial/_qhull.cpython-312-x86_64-linux-gnu.so,12
124673238999040,/usr/local/lib/python3.12/dist-packages/scipy/spatial/_voronoi.cpython-312-x86_64-linux-gnu.so,12
124673236828160,/usr/local/lib/python3.12/dist-packages/scipy/spatial/transform/_rigid_transform.cpython-312-x86_64..,12
124673236045824,/usr/local/lib/python3.12/dist-packages/scipy/spatial/transform/_rotation.cpython-312-x86_64-linux-..,12
124675010002944,/usr/local/lib/python3.12/dist-packages/scipy/special/_comb.cpython-312-x86_64-linux-gnu.so,12
124673245540352,/usr/local/lib/python3.12/dist-packages/scipy/special/_ellip_harm_2.cpython-312-x86_64-linux-gnu.so..,18
124673243467776,/usr/local/lib/python3.12/dist-packages/scipy/special/_gufuncs.cpython-312-x86_64-linux-gnu.so,12
124673242198016,/usr/local/lib/python3.12/dist-packages/scipy/special/_specfun.cpython-312-x86_64-linux-gnu.so,12
124673244086272,/usr/local/lib/python3.12/dist-packages/scipy/special/_special_ufuncs.cpython-312-x86_64-linux-gnu...,12
124673247244288,/usr/local/lib/python3.12/dist-packages/scipy/special/_ufuncs.cpython-312-x86_64-linux-gnu.so,18
124673245671424,/usr/local/lib/python3.12/dist-packages/scipy/special/_ufuncs_cxx.cpython-312-x86_64-linux-gnu.so,12
124673228750848,/usr/local/lib/python3.12/dist-packages/sentencepiece/_sentencepiece.cpython-312-x86_64-linux-gnu.s..,12
123977460617216,/usr/local/lib/python3.12/dist-packages/setproctitle/_setproctitle.cpython-312-x86_64-linux-gnu.so,4
124673026285568,/usr/local/lib/python3.12/dist-packages/tiktoken/_tiktoken.cpython-312-x86_64-linux-gnu.so,8
124675025342464,/usr/local/lib/python3.12/dist-packages/tokenizers/tokenizers.abi3.so,12
131360658300928,/usr/local/lib/python3.12/dist-packages/torch/_C.cpython-312-x86_64-linux-gnu.so,15
131356629663744,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cublas/lib/libcublas.so.12,6
131355786608640,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cublas/lib/libcublasLt.so.12,12
131358131331072,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cuda_cupti/lib/libcupti.so.12,12
131360654098432,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cuda_runtime/lib/libcudart.so.12,6
131358596792320,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cudnn/lib/libcudnn.so.9,6
131357330112512,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cufft/lib/libcufft.so.11,15
131358139125760,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cufile/lib/libcufile.so.0,15
131356738715648,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/curand/lib/libcurand.so.10,6
131357632102400,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cusparse/lib/libcusparse.so.12,9
131358142300160,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cusparselt/lib/libcusparseLt.so.0,15
131356914876416,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/nccl/lib/libnccl.so.2,6
131355639808000,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/nvshmem/lib/libnvshmem_host.so.3,6
131360652914688,/usr/local/lib/python3.12/dist-packages/torch/lib/libc10.so,15
131360657076224,/usr/local/lib/python3.12/dist-packages/torch/lib/libc10_cuda.so,15
131360649904128,/usr/local/lib/python3.12/dist-packages/torch/lib/libgomp.so.1,9
131360657776640,/usr/local/lib/python3.12/dist-packages/torch/lib/libshm.so,15
131360657821696,/usr/local/lib/python3.12/dist-packages/torch/lib/libtorch.so,15
131360063774720,/usr/local/lib/python3.12/dist-packages/torch/lib/libtorch_cpu.so,15
131358600888320,/usr/local/lib/python3.12/dist-packages/torch/lib/libtorch_cuda.so,15
131360662130688,/usr/local/lib/python3.12/dist-packages/torch/lib/libtorch_global_deps.so,15
131358121943040,/usr/local/lib/python3.12/dist-packages/torch/lib/libtorch_nvshmem.so,15
131360409112576,/usr/local/lib/python3.12/dist-packages/torch/lib/libtorch_python.so,15
124674994339840,/usr/local/lib/python3.12/dist-packages/torchvision/../torchvision.libs/libcudart.6ead8f7a.so.12,6
124675012308992,/usr/local/lib/python3.12/dist-packages/torchvision/../torchvision.libs/libjpeg.3892d175.so.8,12
124674998534144,/usr/local/lib/python3.12/dist-packages/torchvision/../torchvision.libs/libnvjpeg.af8ad92e.so.12,6
124677455220736,/usr/local/lib/python3.12/dist-packages/torchvision/../torchvision.libs/libpng16.5e60c995.so.16,15
124679570341888,/usr/local/lib/python3.12/dist-packages/torchvision/../torchvision.libs/libsharpyuv.9c8066ba.so.0,12
124675011637248,/usr/local/lib/python3.12/dist-packages/torchvision/../torchvision.libs/libwebp.284ec0f5.so.7,15
124677455114240,/usr/local/lib/python3.12/dist-packages/torchvision/../torchvision.libs/libz.0c15d28c.so.1,12
124675015757824,/usr/local/lib/python3.12/dist-packages/torchvision/_C.so,12
124675012927488,/usr/local/lib/python3.12/dist-packages/torchvision/image.so,27
124675560435712,/usr/local/lib/python3.12/dist-packages/triton/_C/libtriton.so,12
123970204479488,/usr/local/lib/python3.12/dist-packages/triton/backends/nvidia/lib/libdevice.10.bc,14
123970205810688,/usr/local/lib/python3.12/dist-packages/tvm_ffi/core.abi3.so,8
123970206261248,/usr/local/lib/python3.12/dist-packages/tvm_ffi/lib/libtvm_ffi.so,8
123970204983296,/usr/local/lib/python3.12/dist-packages/tvm_ffi/lib/libtvm_ffi_testing.so,8
124673022332928,/usr/local/lib/python3.12/dist-packages/uvloop/loop.cpython-312-x86_64-linux-gnu.so,8
124675049590784,/usr/local/lib/python3.12/dist-packages/vllm/_C.abi3.so,12
124673079873536,/usr/local/lib/python3.12/dist-packages/vllm/_moe_C.abi3.so,12
131350774988800,/usr/local/lib/python3.12/dist-packages/vllm/vllm_flash_attn/_vllm_fa2_C.abi3.so,8
131350581194752,/usr/local/lib/python3.12/dist-packages/vllm/vllm_flash_attn/_vllm_fa3_C.abi3.so,8
124673019375616,/usr/local/lib/python3.12/dist-packages/watchfiles/_rust_notify.cpython-312-x86_64-linux-gnu.so,4
124677455040512,/usr/local/lib/python3.12/dist-packages/websockets/speedups.cpython-312-x86_64-linux-gnu.so,4
124673029009408,/usr/local/lib/python3.12/dist-packages/xgrammar/xgrammar_bindings.cpython-312-x86_64-linux-gnu.so,8
124678568558592,/usr/local/lib/python3.12/dist-packages/yaml/_yaml.cpython-312-x86_64-linux-gnu.so,12
124673227452416,/usr/local/lib/python3.12/dist-packages/yarl/_quoting_c.cpython-312-x86_64-linux-gnu.so,12
124673219649536,/usr/local/lib/python3.12/dist-packages/zmq/backend/cython/../../../pyzmq.libs/libsodium-19479d6d.s..,18
124673220857856,/usr/local/lib/python3.12/dist-packages/zmq/backend/cython/../../../pyzmq.libs/libzmq-7b073b3d.so.5..,21
124673221808128,/usr/local/lib/python3.12/dist-packages/zmq/backend/cython/_zmq.abi3.so,18
